idBuku,judulBuku,tipe,penerbit,tahun,deskripsi
440.0,Ergonomika & Manajemen Teknologi Informasi,Text,Unknown,2016,"Perangkat teknologi informasi sudah menjadi kebutuhan yang sangat mengikat masyarakat masa kini dalam kerja dan aktivitas. Bisa dibayangkan jika kita terisolasi dari komputer selama beberapa hari saja, aktivitas kita terhambat, pekerjaan terbengkalai, dan komunikasi sulit dilakukan. Perusahaan besar pun akan gulung tikar dalam hitungan bulan jika teknologi informasi ditiadakan.rnHanya saja, penggunaan perangkat teknologi informasi/komputer bukannya tanpa masalah, problem seperti kelelahan mental dan fisik, stres, nyeri, sakit kepala, gangguan penglihatan, dan sebagainya sering kali dikeluhkan oleh para pekerja pengguna komputer. Problem demikian bukan hal sepele karena bisa mengganggu kesehatan para pekerja dan merugikan perusahaan.rnProblem-problem di atas sebenarnya dapat diatasi, yaitu dengan perangkat teknologi yang ergonomik. Lalu, seperti apa perangkat teknologi informasi yang ergonomik dan bagaimana cara menggunakannya? Buku ini akan membantu Anda menjawabnya. Buku ini cocok untuk pengajar, mahasiswa, manajer departemen teknologi informasi, staf perusahaan, dan pengguna komputer pada umumnya. Buku ini membahas beberapa hal berikut:rn1. dasar ergonomika dan perkembangannya;rn2. berbagai sumber daya informasi ergonomika;rn3. solusi praktis penggunaan perangkat teknologi informasi;rn4. manajemen diri dalam bekerja dengan perangkat komputer;rn5. pemilihan perangkat dan berbagai pengetahuan tentang produk teknologi TI yang ergonomik.rnBuku ini juga disertai dengan tanya jawab seputar penggunaan teknologi informasi untuk mengasah pemahaman."
442.0,"Manajemen Risiko Prinsip, Penerapan, Penelitian Edisi 2",Text,Unknown,2016,"Beberapa tahun terakhir, dunia usaha yang ada di Indonesia makin menyadari akan pentingnya mengelola risiko, apalagi di era digital. Berbagai kasus yang menimpa dunia usaha beberapa tahun terakhir, seperti kasus Asuransi Jiwasraya dan lain-lain, telah membuka mata praktisi, akademisi, dan pelaku usaha akan semakin pentingnya mengelola risiko di era 4.0. Buku ini sangat bermanfaat bagi praktisi dan akademisi yang tertarik dengan isu manajemen risiko. Buku ini dapat digunakan sebagai buku teks mata kuliah manajemen risiko untuk Strata Satu (S-1) dan Strata Dua (S-2). Buku ini didesain dengan konsep dan kasus yang khas Indonesia disertai dengan model penelitian yang terkait dengan manajemen risiko. Dengan demikian,buku ini sudah dapat dijadikan referensi berharga dalam penyusunan proposal dan skripsi serta tesis sebagai prasyarat penyelesaian Studi S-1 dan S-2. Dilengkapi dengan aplikasi manajemen risiko, perusahaan pembiayaan asuransi, dana pensiun, dan kasus-kasus beserta pembahasannya, materi yang dibahas dalam buku ini mencakup. * e-Book ini dilengkapi dengan Materi Suplemen Pembeli Buku (Umum) dan/atau terhubung dengan Layanan e-Learning Penerbit Salemba Empat (Salemba Practice)—bergantung pada materi yang tersediadi grup situs web (website) Penerbit Salemba Empat. Pelanggan/Pembeli e-Book dapat memanfaatkan suplemen dan/atau layanan tersebut dengan menukarkan (me-redeem) Kode Akses yang akan dikirimkan ke alamat e-mail (alamat surel) Pelanggan/Pembeli e-Book. Kode Akses tersebut dapat diperoleh dengan mengirimkan Pengajuan Kode Akses ke alamat e-mail Kami di ebook@penerbitsalemba.com. Gunakan format e-mail berikut ini. 1. Subjek e-mail (e-mail subject): Pengajuan Kode Akses, nama Pelanggan/Pembeli e-Book. 2. Isi pesan e-mail: Cantumkan judul e-book (yang dibeli), nama lengkap, alamat e-mail aktif, nomor HP (WA), dan profesi/pekerjaan. 3. Lampiran pesan (attachment): Lampirkan foto atau tangkapan layar (screenshot atau screen capture) bukti pembeliane-book(judule-book) yang dibeli. 4. Alamat e-mail: Gunakan alamat e-mail aktif yang telah didaftarkan pada situs web Penerbit Salemba Empat (www.penerbitsalemba.com). Kode Akses yang dibutuhkan akan dikirimkan ke alamat e-mail tersebut. * Catatan 1. Penawaran akses ini terbatas hanya untuk pembelian secara retail (eceran/satuan)—tidak berlaku untuk pembelian model berlangganan atau model penyewaan. 2. Apabila Materi Suplemen Dosen (khusus untuk dosen atau tenaga/staf pengajar)juga tersedia untuk e-book yang dibeli maka Kode Akses Dosen dapat diperoleh dengan mengisi Formulir Pengajuan Kode Akses Dosen melalui situs web Penerbit Salemba Empat (www.penerbitsalemba.com). 3. Materi Suplemen Pembeli Buku (Umum) dan/atau Materi Suplemen Dosen (khusus untuk dosen atau tenaga/staf pengajar) tersedia di situs web Penerbit Salemba Empat (www.penerbitsalemba.com). Sementara itu, materi pembelajaran daring (online) tersedia di e-Learning Platform Penerbit Salemba Empat (elearning.penerbitsalemba.com). 4. Bergantung pada jenis materi yang tersedia (salah satu ataupun semua materi), Materi Suplemen Pembeli Buku (Umum), Materi Suplemen Dosen (khusus untuk dosen atau tenaga/staf pengajar), dan materi pembelajaran daring (online) terkait tidak tersedia di situs web Vendor e-Book Kami."
443.0,Ergonomi:Dasar-Dasar Studi Waktu & Gerakan untuk Analisis & Perbaikan Sistem Kerja,Text,Unknown,2016,"Sistem kerja yang baik adalah kerja yang memberikan waktu palng singkat, tenaga paling minim serta dampak sosiologis dan fisiologis yang minim bagi pekerja. Dalam hal ini, pengetahuan mengenai ergonomi dan teknik tata cara kerja dapat bermanfaat untuk merancang sistem kerja terbaik. Melalui buku ini, penulis mencoba memberikan pengetahuan mengenai ergonomi dan teknik tata kerja untuk analisa dan perbaikan kerja bagi pembaca. Buku ini terdiri dari 11 bab dengan rincian satu bab pendahuluan, dua bab fokus membahas mengenai studi gerakan, tujuh bab membahas mengenai studi waktu dan satu bab mengenai peta-peta kerja."
446.0,METODOLOGI PENELITIAN KUANTITATIF DAN KUALITATIF (TEORI APLIKASI DAN CONTOH KASUS),Buku,Media Edu Pustaka,2022,"Buku ini memberikan pemahaman yang menyeluruh terkait metodologi penelitain baik yang terkait dengan metode kuantitatif maupun metodologi kualitatif. Pada setiap bab buku ini berisikan teori yang terkait dengan materi, lalu disertai dengan contoh implementasinya."
447.0,Manajemen Operasi dan Rantai Pasokan Buku 1,Koleksi Buku Teks,Salemba Empat,2015,"Manajemen operasi dan rantai pasokan (operations and supply chain management�OSCM) adalah sebuah elemen penting dalam meningkatkan produktivitas pada bisnis di seluruh dunia. Topik-topik utama dalam bisnis saat ini yang terkait dengan manajemen operasi dan rantai pasokan adalah kesinambungan, rantai pasokan yang ramping, dan peningkatan efisiensi proses rantai pasokan. Topik-topik ini dipelajari dalam buku ini dengan materi manajerial yang berkualitas dan terbaru untuk mengklarifikasi �gambaran besar� mengenai topik-topik tersebut dan mengapa topik-topik tersebut sangat penting untuk bisnis saat ini.rnrnFitur baru yang signifikan dalam buku ini adalah organisasi masing-masing bab dengan adanya tujuan pembelajaran singkat. Setiap bab mencakup informasi mengenai bagaimana menyelesaikan permasalahan terkait operasi dan rantai pasokan.rnrnrnDaftar IsirnrnBagian Satu STRATEGI, PRODUK, DAN KAPASITASrnBab 1 PendahuluanrnBab 2 StrategirnBab 3 Desain Produk dan JasarnBab 4 Manajemen ProyekrnBab 5 Manajemen Kapasitas StrategisrnBab 6 Kurva PembelajaranrnrnBagian Dua PROSES MANUFAKTUR DAN PELAYANANrnBab 7 Proses ManufakturrnBab 8 Tata Letak FasilitasrnBab 9 Proses-Proses dalam PelayananrnBab 10 Analisis dan Simulasi Jalur AntreanrnBab 11 Desain dan Analisis ProsesrnBab 12 Kualitas Six SigmarnBab 13 Kendali Mutu Statistik"
448.0,Manajemen Operasi dan Rantai Pasokan Buku 2,Koleksi Buku Teks,Salemba Empat,2016,"Buku ini menjelaskan tentang proses rantai pasokan, logistik, distribusi dan transportasi, perencanaan dan pengendalian permintaan dan penawaran, manajemen persediaan, peramalan, perencanaan penjualan dan operasi dst."
450.0,Perilaku organisasi : Organizational behavior,Koleksi Buku Teks,Salemba Empat,2017,"Buku ini berisi tentang apa itu perilaku organisasi?, keragaman dalam organisasi, sikap dan kepuasan kerja, emosi dan suasana hati, kepribadian dan nilai, persepsi dan pengambilan keputusan individu, konsep motivasi, motivasi: dari konsep menjadi penerapan, dasar dari perilaku kelompok dst."
471.0,Probability & statistics for engineers & scientists,Text,Unknown,2017,"Ronald E. Walpole, Roanoke College, Raymond H. Myers, Virginia Tech, Sharon L. Myers, Radford University, Keying Ye, University of Texas at San Antonio."
488.0,Materials science and engineering: an introduction,eBook Teknik Industri,John Wiley & Sons,2003,"William D. Callister, Jr."
489.0,Fundamentals of physics,eBook Teknik Industri,Wiley,2011,Jearl Walker.
491.0,Fundamentals of materials science and engineering: an interactive etext,eBook Teknik Industri,Wiley,2001,"William D. Callister, Jr."
492.0,Fundamentals of physics,eBook Teknik Industri,Wiley,2013,Includes index.
497.0,Hebatnya Asi Sebagai Perawatan Tali Pusat Berbasis Bukti,Buku,CV AA RIZKY,2020,Buku ini bersisi hasil-hasil penelitian tentang efektifitas ASI dalam mempercepat Pelepasan tali pusat dan kemampuan dalam mencegah infeksi tali pusat.
513.0,Buku Ajar Ilmu Penyakit Dalam Jld.2,Buku,FKUI,2007,"Dasar- dasar ilmupenyakit dalam, kegawatdaruratan medik, alergi ilmunologi klinik,gastroenterologi, hepatobilier, ginjal hipertensi, Dll"
647.0,Anatomi Dan Fisiologi Untuk Paramedis,Buku,Gramedia,2011,"buku ini uraian tentang susunan tubuh manusia dan hubungan antar bagiannya, juga tentang fungsi atau kerja tubuh manusia dalam keadaan normal."
649.0,Tips merawat kesehatan anak,Buku,Medi Ilmu,2008,"Buku ini menjelaskan tentang kesiapan merawat anak sakit, masalah bayi baru lahir, mengatasi segala jenis alergi, kecelakaan dan cendera pada anak, pertolongan pertama luka ringan, menghindari dan mengobati infeksi, penyakit anak menular dan terapi alternatif aman untuk anak."
651.0,"Med-Math: Perhitungan Dosis, Preparat, & Cara Pmberian Obat",Buku,EGC,2012,buku ini disusun khusus untuk membantu memperbaiki keterampilan perhitungan dosis dasar dan menerapkan keterampilan tersebut di dalam praktik klinis
652.0,Dasar-dasar teknik informatika,Buku,Deepublish,2016,"Ilmu pengetahuan dan teknologi terus berkembang, bahkan dewasa ini berlangsung dengan pesat. Perkembangan itu bukan hanya dalam hitungan tahun, bulan, atau hari, melainkan jam bahkan menit atau detik, terutama berkaitan dengan teknologi informasi dan komunikasi yang ditunjang dengan teknologi elektronika. Perkembangan di bidang TIK Teknologi informasi dan komunikasi saat ini sangat pesat dan berpengaruh signifikan terhadap pribadi maupun komunitas, segala aktivitas, kehidupan, cara kerja, metode perkuliahan, gaya hidup maupun cara berfikir. Perkembangan yang sangat pesat dalam teknologi ini dapat dinikmati oleh semua orang yang berkepentingan, tetapi tidak semua orang mengetahui sejarah dan latarBelakang perkembangan teknologi yang telah berhasil merajai dunia hari ini. Teknologi informasi merupakan suatu teknologi yang digunakan untuk mengolah data, termasuk memproses, mendapatkan, menyusun, menyimpan, memanipulasi data dalam berbagai cara untuk menghasilkan informasi yang berkualitas, yaitu informasi yang relevan, akurat, dan tepat waktu. Teknologi ini menggunakan seperangkat komputer untuk mengolah data dan sistem jaringan untuk menghubungkan suatu komputer dengan komputer yang lainnya sesuai dengan kebutuhan dan teknologi telekomunikasi digunakan agar data Dapat disebar dan di akses secara global. Perkembangan itu juga diiringi dengan perkembangan internet atau inter connected Edward sebagai media penyampaian formasi yang sangat efektif. Teknologi informasi komunikasi telah menjadi simbol gelombang perubahan."
653.0,Stunting Mengancam Human Capital,Buku,Penerbit Deepublish,2021,"Buku ini dapat dijadikan sebagai referensi bagi para akademisi, mahasiswa (i), pemerhati masalah gizi dan kesehatan anak bangsa, dalam upaya mencegah kejadian stunting pada anak di masyarakat, karena dipahami secara saksama bahwa stunting hanya bisa dicegah namun sulit untuk dipulihkan bahkan mungkin tidak dapat dipulihkan. Oleh karena itu, prinsip pencegahan anak stunting penting untuk menjadi perhatian bersama bagi seluruh komponen anak bangsa untuk berinvestasi dalam menggapai masa depan anak bangsa yang gemilang sebagai generasi penerus bangsa"
655.0,"Asuhan keperawatan pada anak dengan kebutuhan khusus : (pendekatan SDKI, SLKI, dan SIKI)",Buku,Deepublish,2021,"Autisme merupakan gangguan kualitatif pada komunikasi verbal dan nonverbal, aktivitas imajinatif dan interaksi sosial timbal balik yang terjadi sebelum usia 30 bulan. Dalam topik autisme ini dibahas tentang diagnosis keperawatan yang muncul seperti gangguan komunikasi verbal, gangguan proses keluarga dan defisit nutrisi. Topik berikutnya dibahas pada buku ini adalah tentang retardasi mental. Retardasi mental adalah kelainan atau kelemahan jiwa dengan intelegensi yang kurang (subnormal) sejak masa perkembangan (sejak lahir atau masa anak). Biasanya terdapat perkembangan mental yang kurang secara keseluruhan, tetapi gejala yang utama ialah inteligensi yang terbelakang. Retardasi mental disebut juga oligofrenia (oligo: kurang atau sedikit dan fren: jiwa) atau tunamental. Dibahas berbagai intervensi keperawatan yang mengacu pada SIKI terkait masalah gangguan tumbuh kembang, gangguan interaksi sosial, risiko cedera, gangguan movilitas fisik. Pada bahasan topik ini disajikan pula contoh kasus dan analisisnya untuk memberikan gambaran pemahaman yang lebih jelas tentang anak dengan kebutuhan khusus ini. Bahasan lain yang penulis sajikan adalah tentang ADHD. ADHD adalah istilah popular, kependekan dari Attention Deficit Hyperactivity Disorder, (Attention = perhatian, Deficit = berkurang, Hiperactivity = hiperaktif dan Disorder = gangguan). Masalah ini banyak dijumpai pada anak-anak dan memberikan dampak yang buruk terhadap perkembangan anak. Penulis menyajikan secara lengkap tentang masalah Buku ini berisi tentang konsep dan asuhan keperawatan pada anak dengan kebutuhan khusus seperti anak autis, anak retardasi mental, anak Attention Deficit Hiperactive Disorder, anak Down syndrome, anak indigo, anak low vision, anak sindrom Asperger, anak tunagrahita, anak tunarungu, anak tunanetra, anak tunalaras, anak tunadaksa, anak cerebral palsy, anak berkesulitan belajar. Dalam buku ini dibahas juga terkait penanganan pada anak kebutuhan khusus serta asuhan keperawatannya. Adapun isi buku tersebut telah disesuaikan dengan kurikulum terbaru mata kuliah Keperawatan Anak. Setiap topik dilengkapi dengan bahasan tenang konsep penyakit dan konsep Askep dengan pendekatan SDKI, SLKI dan SIKI. Konsep teori tentang penyakit membahas secara detail tentang pengertian penyakit, etiologi, klasifikasi, manifestasi klinis, patofisiologi, komplikasi, pemeriksaan penunjang dan penatalaksanaan medis. Dalam konsep asuhan keperawatan dibahas secara detail pengkajian, diagnosis keperawatan dengan mengacu pada SDKI, rumusan tujuan keperawatan dengan mengacu pada SLKI dan intervensi keperawatan khusus pada anak dengan masalah kebutuhan khusus yang mengacu pada SIKI."
656.0,Buku Ajar Pemantauan Janin Dan Kontraksi Uterus Secara Elektronik (Kardiotokografi),Buku,Deepublish,2021,"Pada Edisi Kedua ini, penulis kembali menekankan penggunaan terminologi yang telah disepakati menurut National Institute of Child Health and Human Development (NICHD) serta memberikan algoritma manajemen intrapartum KTG Kategori II. Buku ini juga dilengkapi pembahasan komprehensif mengenai pengaruh usia kehamilan terhadap pola KTG, pendekatan sistematis dalam manajemen kelainan KTG (sistem ABCD), rekomendasi inisiasi pemantauan KTG antepartum, fetal telemonitoring, serta aspek etik dan medikolegal KTG.rnSemoga buku ini dapat memberikan manfaat untuk para dokter peserta PPDS-1 Obstetri dan Ginekologi, dokter umum, dokter Sp.OG, bidan, serta kalangan praktisi obstetri lainnya."
657.0,Safety Expert Ahli Keselamatan Dan Kesehatan Kerja Profesional Sukses,Buku,Deepublish,2021,"Ahli K3 adalah tenaga kerja teknis yang memiliki keahlian khusus dan berkompetensi serta bersertifikat berikut surat penunjukannya. Manajemen dan tenaga kerja di dalam organisasi perusahaan berusaha mengendalikan bahkan mencegah terjadinya risiko tersebut, bahkan untuk menghilangkannya.rnrnPerannya, tanggung jawab, wewenang, dan fungsi serta tugasnya di perusahaan di antaranya: menjembatani antara tenaga kerja dan manajemen serta ke pemerintah, menyelesaikan masalah-masalah K3 yang dihadapi dan menyupervisi dalam manajemen perusahaan serta mengawasi pengendalian dan pengelolaan potensi bahaya. Dengan demikian, tidak cukup kompetensi yang terdiri pengetahuan, kemampuan dan sikap kerja saja baik berbentuk soft skill maupun hard skill agar jadi profesional dan sukses."
